Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemPaintBall:9, Шар с краской - Бирюзовый
appliedenergistics2:item.ItemPaintBall:10, Шар с краской - Фиолетовый
appliedenergistics2:item.ItemPaintBall:11, Шар с краской - Синий
appliedenergistics2:item.ItemPaintBall:12, Шар с краской - Коричневый
appliedenergistics2:item.ItemPaintBall:13, Шар с краской - Зелёный
appliedenergistics2:item.ItemPaintBall:14, Шар с краской - Красный
appliedenergistics2:item.ItemPaintBall:15, Шар с краской - Чёрный
appliedenergistics2:item.ItemPaintBall:20, Шар с краской - Люмен Белый
appliedenergistics2:item.ItemPaintBall:21, Шар с краской - Люмен Оранжевый
appliedenergistics2:item.ItemPaintBall:22, Шар с краской - Люмен Сиреневый
appliedenergistics2:item.ItemPaintBall:23, Шар с краской - Люмен Светло-синий
appliedenergistics2:item.ItemPaintBall:24, Шар с краской - Люмен Жёлтый
appliedenergistics2:item.ItemPaintBall:25, Шар с краской - Люмен Лаймовый
appliedenergistics2:item.ItemPaintBall:26, Шар с краской - Люмен Розовый
appliedenergistics2:item.ItemPaintBall:27, Шар с краской - Люмен Серый
appliedenergistics2:item.ItemPaintBall:28, Шар с краской - Люмен Светло-серый
appliedenergistics2:item.ItemPaintBall:29, Шар с краской - Люмен Бирюзовый
appliedenergistics2:item.ItemPaintBall:30, Шар с краской - Люмен Фиолетовый
appliedenergistics2:item.ItemPaintBall:31, Шар с краской - Люмен Синий
appliedenergistics2:item.ItemPaintBall:32, Шар с краской - Люмен Коричневый
appliedenergistics2:item.ItemPaintBall:33, Шар с краской - Люмен Зелёный
appliedenergistics2:item.ItemPaintBall:34, Шар с краской - Люмен Красный
appliedenergistics2:item.ItemPaintBall:35, Шар с краской - Люмен Чёрный
appliedenergistics2:item.ItemMultiMaterial:28, Продвинутая карта
appliedenergistics2:item.ItemMultiMaterial:44, Ядро истребления
appliedenergistics2:item.ItemMultiMaterial:25, Базовая карта
appliedenergistics2:item.ItemMultiMaterial:52, Пустой шаблон
appliedenergistics2:item.ItemMultiMaterial:23, Вычислительный процессор
appliedenergistics2:item.ItemMultiMaterial:13, Вычислительный пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:16, Отпечатанный вычислительный контур
appliedenergistics2:item.ItemMultiMaterial:27, Карта ёмкости
appliedenergistics2:item.ItemMultiMaterial:53, Карта создания
appliedenergistics2:item.ItemMultiMaterial:29, Карта нечёткости
appliedenergistics2:item.ItemMultiMaterial:31, Карта инвертирования
appliedenergistics2:item.ItemMultiMaterial:26, Карта красного камня
appliedenergistics2:item.ItemMultiMaterial:30, Карта ускорения
appliedenergistics2:item.ItemMultiMaterial:34, 128³ пространственный компонент
appliedenergistics2:item.ItemMultiMaterial:33, 16³ пространственный компонент
appliedenergistics2:item.ItemMultiMaterial:37, 16К МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:35, 1К МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:32, 2³ пространственный компонент
appliedenergistics2:item.ItemMultiMaterial:36, 4К МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:38, 64К МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:0, Кристалл истинного кварца
appliedenergistics2:item.ItemMultiMaterial:1, Заряженный кристалл истинного кварца
appliedenergistics2:item.ItemMultiMaterial:2, Пыль истинного кварца
appliedenergistics2:item.ItemMultiMaterial:39, МЭ корпус ячейки хранения
appliedenergistics2:item.ItemMultiMaterial:46, Пыль Края
appliedenergistics2:item.ItemMultiMaterial:24, Инженерный процессор
appliedenergistics2:item.ItemMultiMaterial:14, Инженерный пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:17, Отпечатанный инженерный контур
appliedenergistics2:item.ItemMultiMaterial:4, Мука
appliedenergistics2:item.ItemMultiMaterial:7, Изменчивый кристалл
appliedenergistics2:item.ItemMultiMaterial:8, Изменчивая пыль
appliedenergistics2:item.ItemMultiMaterial:9, Изменчивая жемчужина
appliedenergistics2:item.ItemMultiMaterial:43, Ядро формирования
appliedenergistics2:item.ItemMultiMaterial:22, Логический процессор
appliedenergistics2:item.ItemMultiMaterial:15, Логический пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:18, Отпечатанный логический контур
appliedenergistics2:item.ItemMultiMaterial:6, Шарик материи
appliedenergistics2:item.ItemMultiMaterial:21, Именующий пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:3, Пыль кварца Нижнего мира
appliedenergistics2:item.ItemMultiMaterial:10, Чистый кристалл истинного кварца
appliedenergistics2:item.ItemMultiMaterial:12, Чистый изменчивый кристалл
appliedenergistics2:item.ItemMultiMaterial:11, Чистый кристалл кварца Нижнего мира
appliedenergistics2:item.ItemMultiMaterial:48, Квантовая запутанная сингулярность
appliedenergistics2:item.ItemMultiMaterial:5, Кремний
appliedenergistics2:item.ItemMultiMaterial:19, Кремниевый пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:20, Отпечатанный кремний
appliedenergistics2:item.ItemMultiMaterial:47, Сингулярность
appliedenergistics2:item.ItemMultiMaterial:45, Пыль небесного камня
appliedenergistics2:item.ItemMultiMaterial:41, Беспроводной приёмник
appliedenergistics2:item.ItemMultiMaterial:42, Беспроводной усилитель
appliedenergistics2:item.ItemMultiPart:300, Плоскость истребления
appliedenergistics2:item.ItemMultiPart:120, Кабельный якорь
appliedenergistics2:item.ItemMultiPart:20, МЭ закрытый кабель - Белый
appliedenergistics2:item.ItemMultiPart:21, МЭ закрытый кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:22, МЭ закрытый кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:23, МЭ закрытый кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:24, МЭ закрытый кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:25, МЭ закрытый кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:26, МЭ закрытый кабель - Розовый
appliedenergistics2:item.ItemMultiPart:27, МЭ закрытый кабель - Серый
appliedenergistics2:item.ItemMultiPart:28, МЭ закрытый кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:29, МЭ закрытый кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:30, МЭ закрытый кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:31, МЭ закрытый кабель - Синий
appliedenergistics2:item.ItemMultiPart:32, МЭ закрытый кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:33, МЭ закрытый кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:34, МЭ закрытый кабель - Красный
appliedenergistics2:item.ItemMultiPart:35, МЭ закрытый кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:36, МЭ закрытый кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:60, МЭ плотный кабель - Белый
appliedenergistics2:item.ItemMultiPart:61, МЭ плотный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:62, МЭ плотный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:63, МЭ плотный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:64, МЭ плотный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:65, МЭ плотный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:66, МЭ плотный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:67, МЭ плотный кабель - Серый
appliedenergistics2:item.ItemMultiPart:68, МЭ плотный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:69, МЭ плотный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:70, МЭ плотный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:71, МЭ плотный кабель - Синий
appliedenergistics2:item.ItemMultiPart:72, МЭ плотный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:73, МЭ плотный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:74, МЭ плотный кабель - Красный
appliedenergistics2:item.ItemMultiPart:75, МЭ плотный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:76, МЭ плотный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:0, МЭ стеклянный кабель - Белый
appliedenergistics2:item.ItemMultiPart:1, МЭ стеклянный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:2, МЭ стеклянный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:3, МЭ стеклянный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:4, МЭ стеклянный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:5, МЭ стеклянный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:6, МЭ стеклянный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:7, МЭ стеклянный кабель - Серый
appliedenergistics2:item.ItemMultiPart:8, МЭ стеклянный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:9, МЭ стеклянный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:10, МЭ стеклянный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:11, МЭ стеклянный кабель - Синий
appliedenergistics2:item.ItemMultiPart:12, МЭ стеклянный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:13, МЭ стеклянный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:14, МЭ стеклянный кабель - Красный
appliedenergistics2:item.ItemMultiPart:15, МЭ стеклянный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:16, МЭ стеклянный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:40, МЭ умный кабель - Белый
appliedenergistics2:item.ItemMultiPart:41, МЭ умный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:42, МЭ умный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:43, МЭ умный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:44, МЭ умный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:45, МЭ умный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:46, МЭ умный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:47, МЭ умный кабель - Серый
appliedenergistics2:item.ItemMultiPart:48, МЭ умный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:49, МЭ умный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:50, МЭ умный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:51, МЭ умный кабель - Синий
appliedenergistics2:item.ItemMultiPart:52, МЭ умный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:53, МЭ умный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:54, МЭ умный кабель - Красный
appliedenergistics2:item.ItemMultiPart:55, МЭ умный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:56, МЭ умный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:420, МЭ монитор преобразования
appliedenergistics2:item.ItemMultiPart:360, МЭ терминал создания
appliedenergistics2:item.ItemMultiPart:200, Тёмная осветительная панель
appliedenergistics2:item.ItemMultiPart:260, МЭ шина экспорта
appliedenergistics2:item.ItemMultiPart:320, МЭ плоскость формирования
appliedenergistics2:item.ItemMultiPart:301, ME Identity Annihilation Plane
appliedenergistics2:item.ItemMultiPart:240, МЭ шина импорта
appliedenergistics2:item.ItemMultiPart:440, МЭ интерфейс
appliedenergistics2:item.ItemMultiPart:480, МЭ терминал интерфейсов
appliedenergistics2:item.ItemMultiPart:100, МЭ инвертированная шина переключения
appliedenergistics2:item.ItemMultiPart:280, МЭ излучатель уровня
appliedenergistics2:item.ItemMultiPart:160, Яркая осветительная панель
appliedenergistics2:item.ItemMultiPart:465, Туннель точка-точка - EU
appliedenergistics2:item.ItemMultiPart:462, Туннель точка-точка - Предмет
appliedenergistics2:item.ItemMultiPart:467, Туннель точка-точка - Свет
appliedenergistics2:item.ItemMultiPart:463, Туннель точка-точка - Жидкость
appliedenergistics2:item.ItemMultiPart:460, Туннель точка-точка - МЭ
appliedenergistics2:item.ItemMultiPart:466, Туннель точка-точка - RF
appliedenergistics2:item.ItemMultiPart:461, Туннель точка-точка - Красный камень
appliedenergistics2:item.ItemMultiPart:340, МЭ терминал шаблонов
appliedenergistics2:item.ItemMultiPart:140, Кварцевое оптическое волокно
appliedenergistics2:item.ItemMultiPart:180, Осветительная панель
appliedenergistics2:item.ItemMultiPart:220, МЭ шина хранения
appliedenergistics2:item.ItemMultiPart:400, МЭ монитор хранения
appliedenergistics2:item.ItemMultiPart:380, МЭ терминал
appliedenergistics2:item.ItemMultiPart:80, МЭ шина переключения
ae2additions:apart:0, Улучшенный МЭ интерфейс
ae2additions:apart:1, Гибридный МЭ интерфейс
ae2additions:apart:2, Совершенный МЭ интерфейс
ae2stuff:WirelessKit, Набор для настройки беспроводного соединителя
ae2stuff:Visualiser, Устройство визуализации Сети
Aroma1997sDimension:portalIgniter, Mining Multitool
Aroma1997sDimension:dimensionChanger, DimensionChanger
backpacks16840:unknown_item:0, Неизвестный элемент
backpacks16840:backpack:0, Чёрный Рюкзак
backpacks16840:backpack:1, Красный Рюкзак
backpacks16840:backpack:2, Зелёный Рюкзак
backpacks16840:backpack:3, Рюкзак
backpacks16840:backpack:4, Синий Рюкзак
backpacks16840:backpack:5, Пурпурный Рюкзак
backpacks16840:backpack:6, Голубой Рюкзак
backpacks16840:backpack:7, Серебряный Рюкзак
backpacks16840:backpack:8, Серый Рюкзак
backpacks16840:backpack:9, Розовый Рюкзак
backpacks16840:backpack:10, Лаймовый Рюкзак
backpacks16840:backpack:11, Жёлтый Рюкзак
backpacks16840:backpack:12, Светло-синий Рюкзак
backpacks16840:backpack:13, Магнетический Рюкзак
backpacks16840:backpack:14, Оранжевый Рюкзак
backpacks16840:backpack:15, Белый Рюкзак
backpacks16840:quantum_backpack, Квантовый Рюкзак
backpacks16840:backpack_resizer, Рюкзак Деформатор
backpacks16840:backpack_restorer, Рюкзак Восстановитель
backpacks16840:backpack_pouch, Карман Рюкзака
Baubles:Ring:0, Кольцо шахтёра
Forestry:fertilizerBio, Компост
Forestry:fertilizerCompound, Минеральное удобрение
Forestry:apatite, Апатит
Forestry:researchNote, Записки игрока %s
Forestry:ingotCopper, Медный слиток
Forestry:ingotTin, Оловянный слиток
Forestry:ingotBronze, Бронзовый слиток
Forestry:wrench, Гаечный ключ
Forestry:pipette, Пипетка
Forestry:sturdyMachine, Прочный корпус
Forestry:hardenedMachine, Укреплённый корпус
Forestry:impregnatedCasing, Пропитанный корпус
Forestry:craftingMaterial:0, Пульсирующая пыль
Forestry:craftingMaterial:1, Пульсирующая сеть
Forestry:craftingMaterial:2, Клочок шёлка
Forestry:craftingMaterial:3, Тканый шёлк
Forestry:craftingMaterial:4, Рассеивающий заряд
Forestry:craftingMaterial:5, Осколок льда
Forestry:craftingMaterial:6, Пропитанная обшивка
Forestry:naturalistHelmet, Очки
Forestry:peat, Торф
Forestry:ash, Зола
Forestry:bituminousPeat, Смолистый торф
Forestry:gearBronze, Бронзовая шестерня
Forestry:gearCopper, Медная шестерня
Forestry:gearTin, Оловянная шестерня
Forestry:chipsets:0, Основная печатная плата
Forestry:chipsets:1, Продвинутая печатная плата
Forestry:chipsets:2, Усовершенствованная печатная плата
Forestry:chipsets:3, Усложнённая печатная плата
Forestry:solderingIron, Паяльник
Forestry:carton, Картон
Forestry:oakStick, Полированная палка
Forestry:woodPulp, Древесная масса
Forestry:brokenBronzePickaxe, Сломанная кирка
Forestry:brokenBronzeShovel, Сломанная лопата
Forestry:bronzePickaxe, Кирка выживающего
Forestry:bronzeShovel, Лопата выживающего
Forestry:kitShovel, Сборная лопата
Forestry:kitPickaxe, Сборная кирка
Forestry:mouldyWheat, Плесневелая пшеница
Forestry:decayingWheat, Загнивающая пшеница
Forestry:mulch, Мульча
Forestry:iodineCapsule, Капсула йода
Forestry:phosphor, Фосфор
Forestry:beeswax, Пчелиный воск
Forestry:refractoryWax, Огнеупорный воск
Forestry:fruits:0, Вишня
Forestry:fruits:1, Грецкий орех
Forestry:fruits:2, Каштан
Forestry:fruits:3, Лимон
Forestry:fruits:4, Слива
Forestry:fruits:5, Финик
Forestry:fruits:6, Папайя
Forestry:canEmpty, Банка
Forestry:waxCapsule, Восковая капсула
Forestry:refractoryEmpty, Огнеупорная капсула
Forestry:canEthanol, Банка этанола
Forestry:waxCapsuleEthanol, Капсула этанола
Forestry:refractoryEthanol, Капсула этанола
Forestry:bucketEthanol, Ведро этанола
Forestry:canBiomass, Банка биомассы
Forestry:waxCapsuleBiomass, Капсула биомассы
Forestry:refractoryBiomass, Капсула биомассы
Forestry:bucketBiomass, Ведро биомассы
Forestry:bucketGlass, Ведро жидкого стекла
Forestry:canHoney, Банка мёда
Forestry:waxCapsuleHoney, Капсула мёда
Forestry:refractoryHoney, Капсула мёда
Forestry:bucketHoney, Ведро мёда
Forestry:canIce, Банка льда
Forestry:waxCapsuleIce, Капсула льда
Forestry:refractoryIce, Капсула льда
Forestry:bucketIce, Ведро молотого льда
Forestry:canJuice, Банка сока
Forestry:waxCapsuleJuice, Капсула сока
Forestry:refractoryJuice, Капсула сока
Forestry:bucketJuice, Ведро фруктового сока
Forestry:canSeedOil, Банка растительного масла
Forestry:waxCapsuleSeedOil, Капсула растительного масла
Forestry:refractorySeedOil, Капсула растительного масла
Forestry:bucketSeedOil, Ведро растительного масла
Forestry:canShortMead, Short Mead Can
Forestry:waxCapsuleShortMead, Short Mead Capsule
Forestry:refractoryShortMead, Short Mead Capsule
Forestry:bucketShortMead, Ведро питного мёда
Forestry:canMead, Mead Can
Forestry:waxCapsuleMead, Mead Capsule
Forestry:refractoryMead, Mead Capsule
Forestry:bucketMead, Mead Bucket
Forestry:canWater, Банка воды
Forestry:waxCapsuleWater, Капсула воды
Forestry:refractoryWater, Капсула воды
Forestry:canLava, Банка лавы
Forestry:refractoryLava, Капсула лавы
Forestry:beealyzer, Анализатор пчёл
Forestry:habitatLocator, Определитель ареала
Forestry:imprinter, Импринтер
Forestry:cart.beehouse:0, Вагонетка с пчелиным домиком
Forestry:cart.beehouse:1, Вагонетка с пасекой
Forestry:frameUntreated, Необработанная рамка
Forestry:frameImpregnated, Пропитанная рамка
Forestry:frameProven, Проверенная рамка
Forestry:honeyDrop:0, Капля мёда
Forestry:pollen:0, Скопление пыльцы
Forestry:pollen:1, Скопление кристаллической пыльцы
Forestry:propolis:0, Прополис
Forestry:propolis:1, Липкий прополис
Forestry:propolis:3, Шелковистый прополис
Forestry:honeydew, Медвяная роса
Forestry:royalJelly, Маточное молочко
Forestry:waxCast, Восковая форма
Forestry:beeCombs:0, Медовые соты
Forestry:beeCombs:2, Кипящие соты
Forestry:beeCombs:3, Вязкие соты
Forestry:beeCombs:4, Морозные соты
Forestry:beeCombs:5, Капающие соты
Forestry:beeCombs:6, Шелковистые соты
Forestry:beeCombs:7, Пересохшие соты
Forestry:beeCombs:15, Замшелые соты
Forestry:beeCombs:16, Спелые соты
Forestry:apiaristHelmet, Защитная маска пчеловода
Forestry:apiaristChest, Куртка пчеловода
Forestry:apiaristLegs, Штаны пчеловода
Forestry:apiaristBoots, Ботинки пчеловода
Forestry:scoop, Сачок
Forestry:treealyzer, Анализатор деревьев
Forestry:grafter, Садовый нож
Forestry:grafterProven, Проверенный садовый нож
Forestry:honeyedSlice, Бутерброд с мёдом
Forestry:beverage, item.for.beverage.name
Forestry:ambrosia, Амброзия
Forestry:honeyPot, Горшочек мёда
Forestry:infuser, Наполнитель
Forestry:flutterlyzer, Анализатор бабочек
Forestry:stamps:0, Почтовая марка (1n)
Forestry:stamps:1, Почтовая марка (2n)
Forestry:stamps:2, Почтовая марка (5n)
Forestry:stamps:3, Почтовая марка (10n)
Forestry:stamps:4, Почтовая марка (20n)
Forestry:stamps:5, Почтовая марка (50n)
Forestry:stamps:6, Почтовая марка (100n)
Forestry:letters, Письмо
Forestry:catalogue, Каталог
Forestry:crate, Ящик
Forestry:apiaristBag, Рюкзак пчеловода
Forestry:lepidopteristBag, Рюкзак лепидоптеролога
Forestry:minerBag, Рюкзак шахтёра
Forestry:minerBagT2, Тканый рюкзак шахтёра
Forestry:diggerBag, Рюкзак землекопа
Forestry:diggerBagT2, Тканый рюкзак землекопа
Forestry:foresterBag, Рюкзак лесника
Forestry:foresterBagT2, Тканый рюкзак лесника
Forestry:hunterBag, Рюкзак охотника
Forestry:hunterBagT2, Тканый рюкзак охотника
Forestry:adventurerBag, Рюкзак авантюриста
Forestry:adventurerBagT2, Тканый рюкзак авантюриста
Forestry:builderBag, Рюкзак строителя
Forestry:builderBagT2, Тканый рюкзак строителя
Forestry:cratedPeat, item.cratedPeat.name
Forestry:cratedApatite, item.cratedApatite.name
Forestry:cratedFertilizer, item.cratedFertilizer.name
Forestry:cratedMulch, item.cratedMulch.name
Forestry:cratedPhosphor, item.cratedPhosphor.name
Forestry:cratedAsh, item.cratedAsh.name
Forestry:cratedTin, item.cratedTin.name
Forestry:cratedCopper, item.cratedCopper.name
Forestry:cratedBronze, item.cratedBronze.name
Forestry:cratedHumus, item.cratedHumus.name
Forestry:cratedBogearth, item.cratedBogearth.name
Forestry:cratedWheat, item.cratedWheat.name
Forestry:cratedCookies, item.cratedCookies.name
Forestry:cratedRedstone, item.cratedRedstone.name
Forestry:cratedLapis, item.cratedLapis.name
Forestry:cratedReeds, item.cratedReeds.name
Forestry:cratedClay, item.cratedClay.name
Forestry:cratedGlowstone, item.cratedGlowstone.name
Forestry:cratedApples, item.cratedApples.name
Forestry:cratedNetherwart, item.cratedNetherwart.name
Forestry:cratedCharcoal, item.cratedCharcoal.name
Forestry:cratedCoal, item.cratedCoal.name
Forestry:cratedSeeds, item.cratedSeeds.name
Forestry:cratedPotatoes, item.cratedPotatoes.name
Forestry:cratedCarrots, item.cratedCarrots.name
Forestry:cratedWood, item.cratedWood.name
Forestry:cratedSpruceWood, item.cratedSpruceWood.name
Forestry:cratedBirchWood, item.cratedBirchWood.name
Forestry:cratedJungleWood, item.cratedJungleWood.name
Forestry:cratedAcaciaWood, item.cratedAcaciaWood.name
Forestry:cratedDarkOakWood, item.cratedDarkOakWood.name
Forestry:cratedCobblestone, item.cratedCobblestone.name
Forestry:cratedDirt, item.cratedDirt.name
Forestry:cratedPodzol, item.cratedPodzol.name
Forestry:cratedStone, item.cratedStone.name
Forestry:cratedBrick, item.cratedBrick.name
Forestry:cratedCacti, item.cratedCacti.name
Forestry:cratedSand, item.cratedSand.name
Forestry:cratedRedSand, item.cratedRedSand.name
Forestry:cratedObsidian, item.cratedObsidian.name
Forestry:cratedNetherrack, item.cratedNetherrack.name
Forestry:cratedSoulsand, item.cratedSoulsand.name
Forestry:cratedSandstone, item.cratedSandstone.name
Forestry:cratedNetherbrick, item.cratedNetherbrick.name
Forestry:cratedMycelium, item.cratedMycelium.name
Forestry:cratedGravel, item.cratedGravel.name
Forestry:cratedSaplings, item.cratedSaplings.name
Forestry:cratedSpruceSapling, item.cratedSpruceSapling.name
Forestry:cratedBirchSapling, item.cratedBirchSapling.name
Forestry:cratedJungleSapling, item.cratedJungleSapling.name
Forestry:cratedAcaciaSapling, item.cratedAcaciaSapling.name
Forestry:cratedDarkOakSapling, item.cratedDarkOakSapling.name
Forestry:cratedBeeswax, item.cratedBeeswax.name
Forestry:cratedPollen, item.cratedPollen.name
Forestry:cratedCrystallinePollen, item.cratedCrystallinePollen.name
Forestry:cratedPropolis, item.cratedPropolis.name
Forestry:cratedHoneydew, item.cratedHoneydew.name
Forestry:cratedRoyalJelly, item.cratedRoyalJelly.name
Forestry:cratedHoneycombs, item.cratedHoneycombs.name
Forestry:cratedCocoaComb, item.cratedCocoaComb.name
Forestry:cratedSimmeringCombs, item.cratedSimmeringCombs.name
Forestry:cratedStringyCombs, item.cratedStringyCombs.name
Forestry:cratedFrozenCombs, item.cratedFrozenCombs.name
Forestry:cratedDrippingCombs, item.cratedDrippingCombs.name
Forestry:cratedSilkyCombs, item.cratedSilkyCombs.name
Forestry:cratedParchedCombs, item.cratedParchedCombs.name
Forestry:cratedMysteriousCombs, item.cratedMysteriousCombs.name
Forestry:cratedPowderyCombs, item.cratedPowderyCombs.name
Forestry:cratedWheatenCombs, item.cratedWheatenCombs.name
Forestry:cratedMossyCombs, item.cratedMossyCombs.name
Forestry:cratedMellowCombs, item.cratedMellowCombs.name
Forestry:cratedRefractoryWax, item.cratedRefractoryWax.name
Forestry:cratedCherry, item.cratedCherry.name
Forestry:cratedWalnut, item.cratedWalnut.name
Forestry:cratedChestnut, item.cratedChestnut.name
Forestry:cratedLemon, item.cratedLemon.name
Forestry:cratedPlum, item.cratedPlum.name
Forestry:cratedPapaya, item.cratedPapaya.name
Forestry:cratedDates, item.cratedDates.name
Forestry:cratedResin, item.cratedResin.name
Forestry:cratedRubber, item.cratedRubber.name
Forestry:cratedScrap, item.cratedScrap.name
Forestry:cratedSilver, item.cratedSilver.name
Forestry:cratedBrass, item.cratedBrass.name
BiblioCraft:item.StockroomCatalog, Складской каталог
BiblioCraft:item.PlumbLine, Отвес
BiblioCraft:item.FramingSaw, Пила
BiblioCraft:item.FramingBoard, Каркасная доска
BiblioCraft:item.FramingSheet, Каркасный лист
BiblioCraft:item.TesterItem, Тестер имён
BiblioCraft:item.AtlasBook:0, Атлас
BiblioCraft:item.AtlasPlate, Страница атласа
BiblioCraft:item.DeathCompass, Вечный компас
BiblioCraft:item.PaintingCanvas, Холст для рисования
BiblioCraft:item.BigBook, Большая письменная книга
BiblioCraft:item.RecipeBook, Пустая книга-план
BiblioCraft:item.SlottedBook, Вырезанная книга
BiblioCraft:item.HandDrill, Коловорот
BiblioCraft:item.tapeMeasure, Мерная лента
BiblioCraft:item.tape, Катушка мерной ленты
BiblioCraft:item.BiblioChase, Печатная рама
BiblioCraft:item.PrintPlate, Печатная форма
BiblioCraft:item.EnchantedPlate, Зачарованная форма
BiblioCraft:item.BiblioRedBook, Красный камень: Том I
BiblioCraft:item.BiblioGlasses:0, Очки для чтения
BiblioCraft:item.BiblioGlasses:1, Окрашенные очки
BiblioCraft:item.BiblioGlasses:2, Монокль
BiblioCraft:item.BiblioDrill, Шуруповёрт
BiblioCraft:item.BiblioCreativeLock, Замок и ключ
BiblioCraft:item.BiblioClipboard, Планшет с зажимом для бумаги
BiblioCraft:item.seatBack:0, Дубовая спинка стула
BiblioCraft:item.seatBack:1, Еловая спинка стула
BiblioCraft:item.seatBack:2, Берёзовая спинка стула
BiblioCraft:item.seatBack:3, Спинка стула из тропического дерева
BiblioCraft:item.seatBack:4, Спинка стула из акации
BiblioCraft:item.seatBack:5, Спинка стула из тёмного дуба
BiblioCraft:item.seatBack:6, Каркасная спинка стула
BiblioCraft:item.seatBack2:0, Дубовая спинка стула
BiblioCraft:item.seatBack2:1, Еловая спинка стула
BiblioCraft:item.seatBack2:2, Берёзовая спинка стула
BiblioCraft:item.seatBack2:3, Спинка стула из тропического дерева
BiblioCraft:item.seatBack2:4, Спинка стула из акации
BiblioCraft:item.seatBack2:5, Спинка стула из тёмного дуба
BiblioCraft:item.seatBack2:6, Каркасная спинка стула
BiblioCraft:item.seatBack3:0, Дубовая спинка стула
BiblioCraft:item.seatBack3:1, Еловая спинка стула
BiblioCraft:item.seatBack3:2, Берёзовая спинка стула
BiblioCraft:item.seatBack3:3, Спинка стула из тропического дерева
BiblioCraft:item.seatBack3:4, Спинка стула из акации
BiblioCraft:item.seatBack3:5, Спинка стула из тёмного дуба
BiblioCraft:item.seatBack3:6, Каркасная спинка стула
BiblioCraft:item.seatBack4:0, Дубовая спинка стула
BiblioCraft:item.seatBack4:1, Еловая спинка стула
BiblioCraft:item.seatBack4:2, Берёзовая спинка стула
BiblioCraft:item.seatBack4:3, Спинка стула из тропического дерева
BiblioCraft:item.seatBack4:4, Спинка стула из акации
BiblioCraft:item.seatBack4:5, Спинка стула из тёмного дуба
